farmer_id,name,location,product
F8308,Manoj,Haryana,Potato
F1639,Rajesh,Haryana,Potato
F7497,Sunil,Haryana,Potato
F1715,Unknown,Karnataka,Potato
F5300,Amit,Punjab,Wheat
F9744,Unknown,Karnataka,Soybean
F4394,Unknown,Punjab,Maize
F3359,Amit,UP,Potato
F1307,Manoj,Punjab,Rice
F7418,Sunil,Karnataka,Wheat
F8234,Rajesh,Karnataka,Soybean
F1427,Manoj,Unknown,Rice
F4564,Manoj,Haryana,Soybean
F1376,Sunil,Maharashtra,Soybean
F3276,Sunil,Karnataka,Soybean
F3476,Unknown,Maharashtra,Soybean
F3179,Amit,Haryana,Soybean
F5243,Manoj,UP,Potato
F1642,Ravi,Unknown,Potato
F3842,Sunil,Maharashtra,Wheat
F7295,Ravi,Haryana,Maize
F2201,Sunil,Maharashtra,Potato
F9261,Sunil,Haryana,Potato
F6595,Ravi,Punjab,Soybean
F4304,Rajesh,Unknown,Maize
F9743,Sunil,Unknown,Rice
F2031,Sunil,Karnataka,Wheat
F6492,Amit,Haryana,Potato
F2239,Rajesh,Karnataka,Soybean
F7965,Amit,Maharashtra,Rice
F1930,Unknown,Haryana,Rice
F8274,Rajesh,UP,Maize
F4835,Ravi,Karnataka,Maize
F6822,Amit,UP,Potato
F4341,Ravi,Haryana,Rice
F8957,Manoj,Karnataka,Potato
F5927,Unknown,UP,Wheat
F2002,Ravi,Punjab,Wheat
F6005,Manoj,Unknown,Potato
F7293,Ravi,Unknown,Wheat
F6505,Amit,Punjab,Wheat
F5592,Rajesh,Maharashtra,Soybean
F6250,Rajesh,Maharashtra,Potato
F6442,Ravi,Maharashtra,Maize
F2893,Amit,Unknown,Wheat
F4182,Amit,Punjab,Maize
F3760,Unknown,Unknown,Rice
F2383,Unknown,Karnataka,Wheat
F1507,Manoj,Unknown,Potato
F5904,Unknown,UP,Soybean
F8098,Ravi,UP,Maize
F8347,Amit,Punjab,Potato
F6654,Rajesh,Karnataka,Wheat
F2251,Ravi,Unknown,Maize
F8926,Rajesh,Haryana,Maize
F6348,Ravi,Karnataka,Wheat
F2498,Sunil,Punjab,Maize
F9539,Manoj,Punjab,Maize
F9601,Ravi,Maharashtra,Rice
F8413,Manoj,Haryana,Rice
F3333,Unknown,Unknown,Soybean
F2381,Sunil,Maharashtra,Potato
F7468,Amit,Punjab,Soybean
F7953,Unknown,UP,Potato
F7576,Manoj,Karnataka,Wheat
F4631,Rajesh,Maharashtra,Potato
F9324,Ravi,Punjab,Maize
F6172,Ravi,Punjab,Wheat
F3047,Amit,Punjab,Wheat
F3670,Sunil,UP,Wheat
F9886,Amit,Karnataka,Wheat
F4225,Unknown,UP,Wheat
F9443,Rajesh,Unknown,Potato
F9573,Unknown,Maharashtra,Rice
F4962,Amit,Karnataka,Potato
F8595,Sunil,Karnataka,Soybean
F7383,Amit,Punjab,Potato
F3100,Ravi,Punjab,Soybean
F8495,Ravi,Punjab,Soybean
F3546,Amit,Punjab,Soybean
F4615,Rajesh,Haryana,Rice
F6061,Ravi,Haryana,Rice
F4934,Ravi,Unknown,Wheat
F7798,Sunil,Unknown,Maize
F4281,Amit,UP,Soybean
F6714,Ravi,Punjab,Soybean
F3624,Rajesh,Karnataka,Wheat
F8995,Unknown,Punjab,Soybean
F1742,Ravi,Punjab,Wheat
F4593,Ravi,Punjab,Wheat
F2111,Rajesh,Karnataka,Rice
F2623,Amit,Haryana,Soybean
F8061,Unknown,Karnataka,Soybean
F8616,Rajesh,UP,Maize
F1430,Amit,UP,Wheat
F2824,Manoj,Haryana,Maize
F9070,Manoj,UP,Potato
F3182,Unknown,Karnataka,Rice
F8058,Unknown,UP,Maize
F6251,Unknown,Haryana,Rice
F2957,Rajesh,Karnataka,Wheat
F5513,Ravi,Maharashtra,Rice
F9075,Sunil,Maharashtra,Wheat
F4082,Sunil,Maharashtra,Maize
F4008,Amit,UP,Maize
F9049,Amit,Karnataka,Wheat
F6741,Sunil,Maharashtra,Soybean
F4811,Amit,Unknown,Wheat
F8827,Unknown,Unknown,Rice
F4434,Sunil,UP,Rice
F5064,Amit,Unknown,Soybean
F5867,Rajesh,Haryana,Maize
F8320,Ravi,Unknown,Soybean
F3462,Ravi,Haryana,Potato
F3612,Amit,Haryana,Potato
F3324,Ravi,UP,Rice
F3218,Unknown,Unknown,Soybean
F5504,Manoj,UP,Rice
F8866,Sunil,Haryana,Soybean
F4716,Unknown,Maharashtra,Maize
F5960,Rajesh,Haryana,Rice
F9628,Manoj,Unknown,Potato
F8574,Rajesh,Punjab,Wheat
F1566,Sunil,Haryana,Wheat
F2527,Unknown,Unknown,Rice
F8216,Rajesh,Maharashtra,Wheat
F4972,Amit,UP,Soybean
F5284,Manoj,Maharashtra,Soybean
F5241,Amit,Unknown,Wheat
F7304,Unknown,Haryana,Wheat
F3142,Rajesh,Karnataka,Rice
F4021,Amit,Haryana,Soybean
F2480,Amit,Haryana,Wheat
F8895,Sunil,Unknown,Wheat
F1167,Unknown,UP,Maize
F7376,Unknown,UP,Wheat
F2633,Unknown,Haryana,Maize
F5873,Manoj,Unknown,Soybean
F6134,Manoj,Punjab,Maize
F6533,Unknown,Karnataka,Rice
F7360,Unknown,Karnataka,Wheat
F5141,Manoj,Karnataka,Wheat
F3114,Sunil,Karnataka,Soybean
F1477,Ravi,Maharashtra,Rice
F9333,Ravi,Unknown,Rice
F3750,Unknown,Unknown,Potato
F2584,Amit,UP,Rice
F9055,Sunil,Haryana,Wheat
F8199,Unknown,Haryana,Potato
F8019,Unknown,Punjab,Maize
F5391,Sunil,Maharashtra,Wheat
F2719,Rajesh,Punjab,Rice
F3831,Manoj,Haryana,Soybean
F5298,Manoj,UP,Rice
F9566,Unknown,Haryana,Wheat
F4400,Manoj,Unknown,Potato
F5027,Ravi,Karnataka,Potato
F3699,Ravi,Karnataka,Soybean
F4851,Sunil,Haryana,Potato
F2407,Manoj,Maharashtra,Soybean
F4313,Ravi,Unknown,Wheat
F3024,Ravi,Haryana,Wheat
F6619,Amit,Karnataka,Potato
F1196,Rajesh,Punjab,Soybean
F2721,Unknown,Unknown,Soybean
F1898,Sunil,UP,Maize
F6598,Sunil,UP,Soybean
F7592,Amit,Karnataka,Soybean
F7480,Amit,Punjab,Maize
F6601,Rajesh,Punjab,Potato
F5770,Unknown,Karnataka,Soybean
F4000,Rajesh,Haryana,Rice
F1938,Sunil,Haryana,Potato
F6879,Unknown,Haryana,Soybean
F9109,Sunil,Maharashtra,Rice
F4360,Sunil,Punjab,Maize
F4217,Sunil,Punjab,Maize
F2707,Ravi,Unknown,Maize
F6515,Unknown,Maharashtra,Soybean
F4167,Ravi,Karnataka,Potato
F7316,Sunil,Unknown,Soybean
F1256,Manoj,Haryana,Potato
F3014,Rajesh,Haryana,Potato
F3100,Unknown,Karnataka,Potato
F9465,Rajesh,UP,Potato
F8576,Manoj,Karnataka,Potato
F2637,Manoj,Punjab,Soybean
F9421,Unknown,Karnataka,Soybean
F8350,Sunil,Karnataka,Potato
F4600,Ravi,Unknown,Maize
F9587,Rajesh,Unknown,Wheat
F8568,Sunil,Unknown,Rice
F1386,Ravi,Unknown,Wheat
F5060,Sunil,Unknown,Rice
F8412,Manoj,Unknown,Potato
F6249,Ravi,Punjab,Rice
F7820,Manoj,Unknown,Maize
F3079,Unknown,Unknown,Maize
F5281,Manoj,Haryana,Rice
F4980,Sunil,Haryana,Wheat
F8110,Amit,Haryana,Soybean
F4076,Sunil,Maharashtra,Soybean
F7636,Sunil,Haryana,Rice
F7209,Ravi,Haryana,Maize
F5842,Rajesh,Punjab,Rice
F4498,Sunil,Maharashtra,Maize
F2684,Ravi,Haryana,Potato
F6451,Ravi,Unknown,Maize
F7671,Ravi,Unknown,Rice
F8841,Unknown,Maharashtra,Rice
F5161,Rajesh,Maharashtra,Maize
F5140,Manoj,UP,Wheat
F9741,Rajesh,Maharashtra,Wheat
F5074,Manoj,Punjab,Potato
F3757,Ravi,UP,Soybean
F9006,Amit,Haryana,Soybean
F4044,Ravi,Haryana,Maize
F6701,Unknown,Punjab,Potato
F1222,Unknown,Punjab,Rice
F7447,Manoj,UP,Wheat
F7041,Sunil,Haryana,Wheat
F5051,Manoj,Punjab,Rice
F3706,Sunil,Karnataka,Potato
F1166,Manoj,Haryana,Wheat
F4040,Rajesh,Karnataka,Wheat
F4859,Unknown,Karnataka,Maize
F5949,Unknown,Karnataka,Wheat
F6469,Amit,Punjab,Soybean
F7393,Rajesh,Unknown,Maize
F6758,Sunil,Haryana,Potato
F8668,Unknown,Unknown,Maize
F4355,Ravi,Maharashtra,Maize
F2032,Amit,UP,Wheat
F5348,Ravi,Haryana,Potato
F4127,Manoj,UP,Potato
F3753,Unknown,Maharashtra,Wheat
F7726,Sunil,UP,Wheat
F7137,Sunil,Haryana,Rice
F2559,Rajesh,Unknown,Maize
F3192,Amit,Maharashtra,Soybean
F2784,Rajesh,UP,Wheat
F7834,Manoj,Karnataka,Soybean
F3395,Ravi,Haryana,Maize
F1560,Rajesh,Haryana,Soybean
F8522,Unknown,Maharashtra,Wheat
F7970,Manoj,Punjab,Soybean
F9679,Sunil,Karnataka,Maize
F7699,Rajesh,Maharashtra,Maize
F1015,Unknown,Unknown,Potato
F8688,Unknown,Maharashtra,Rice
F5127,Ravi,Maharashtra,Wheat
F4975,Unknown,Maharashtra,Potato
F5328,Ravi,Haryana,Soybean
F4653,Unknown,Unknown,Potato
F9960,Amit,UP,Wheat
F2131,Unknown,Punjab,Potato
F9338,Unknown,Unknown,Soybean
F5807,Unknown,Maharashtra,Potato
F6100,Manoj,UP,Maize
F1786,Ravi,Haryana,Maize
F2682,Ravi,UP,Soybean
F5040,Manoj,Haryana,Soybean
F7323,Sunil,Karnataka,Rice
F6189,Unknown,Punjab,Potato
F4258,Unknown,Unknown,Maize
F3576,Ravi,UP,Maize
F8526,Sunil,Maharashtra,Maize
F8368,Amit,Maharashtra,Soybean
F7766,Unknown,Unknown,Potato
F4046,Manoj,Unknown,Potato
F4409,Manoj,Punjab,Soybean
F6011,Manoj,Karnataka,Potato
F7055,Unknown,Punjab,Rice
F1927,Sunil,Maharashtra,Rice
F8669,Rajesh,Maharashtra,Maize
F6594,Manoj,Haryana,Rice
F8327,Unknown,Karnataka,Rice
F4459,Ravi,Unknown,Potato
F6617,Ravi,Haryana,Wheat
F5030,Unknown,Haryana,Maize
F8863,Ravi,UP,Soybean
F1684,Manoj,Maharashtra,Maize
F9915,Amit,Maharashtra,Maize
F9732,Amit,Punjab,Potato
F4467,Amit,Haryana,Maize
F2897,Sunil,Unknown,Soybean
F4289,Ravi,Maharashtra,Wheat
F3687,Amit,Haryana,Potato
F2280,Amit,Maharashtra,Rice
F8518,Rajesh,Maharashtra,Wheat
F7065,Amit,Maharashtra,Potato
F9133,Unknown,Punjab,Maize
F7988,Manoj,Unknown,Soybean
F2555,Manoj,Punjab,Rice
F3616,Ravi,Punjab,Wheat
F7412,Manoj,Karnataka,Soybean
F5614,Unknown,UP,Potato
F6461,Unknown,UP,Rice
F7201,Amit,UP,Wheat
F8634,Unknown,Haryana,Maize
F1046,Sunil,Haryana,Maize
F2095,Manoj,Maharashtra,Potato
F5936,Manoj,Maharashtra,Rice
F6060,Manoj,Karnataka,Potato
F3526,Sunil,Maharashtra,Rice
F7394,Amit,Punjab,Potato
F6700,Rajesh,Karnataka,Potato
F4978,Ravi,Punjab,Wheat
F9974,Sunil,Punjab,Maize
F9270,Sunil,Maharashtra,Wheat
F1202,Amit,Haryana,Rice
F5112,Ravi,Maharashtra,Potato
F3709,Unknown,Punjab,Maize
F8443,Rajesh,Karnataka,Potato
F3451,Unknown,Haryana,Rice
F5369,Rajesh,UP,Potato
F6465,Manoj,Haryana,Wheat
F1612,Amit,Karnataka,Rice
F4560,Manoj,Maharashtra,Wheat
F2772,Ravi,Punjab,Potato
F7585,Manoj,Haryana,Potato
F8187,Rajesh,Karnataka,Maize
F1885,Amit,Punjab,Soybean
F9107,Unknown,Maharashtra,Potato
F9375,Sunil,Karnataka,Rice
F7082,Amit,Unknown,Potato
F6598,Manoj,UP,Soybean
F1224,Ravi,Unknown,Maize
F6924,Ravi,UP,Rice
F1308,Sunil,Maharashtra,Rice
F8364,Unknown,Haryana,Maize
F1503,Sunil,Karnataka,Soybean
F1056,Amit,Maharashtra,Soybean
F3850,Rajesh,UP,Soybean
F8346,Manoj,Karnataka,Potato
F1682,Manoj,Karnataka,Potato
F6703,Rajesh,Haryana,Wheat
F5958,Manoj,Maharashtra,Soybean
F4667,Amit,Haryana,Maize
F4455,Unknown,Haryana,Maize
F9613,Ravi,Punjab,Maize
F4473,Unknown,UP,Soybean
F8383,Amit,UP,Rice
F8336,Unknown,Maharashtra,Wheat
F8650,Sunil,UP,Maize
F8678,Unknown,Punjab,Maize
F4041,Amit,UP,Wheat
F1548,Ravi,UP,Rice
F1722,Amit,Punjab,Wheat
F7580,Ravi,Haryana,Maize
F6857,Sunil,Maharashtra,Potato
F8172,Amit,Maharashtra,Maize
F7797,Unknown,UP,Potato
F9839,Ravi,Punjab,Rice
F2731,Manoj,Karnataka,Wheat
F4739,Sunil,UP,Wheat
F7209,Sunil,Haryana,Maize
F5258,Manoj,Karnataka,Soybean
F2497,Unknown,UP,Rice
F6630,Unknown,Punjab,Maize
F4546,Rajesh,Punjab,Maize
F1120,Amit,Haryana,Wheat
F9931,Manoj,Haryana,Potato
F6747,Rajesh,Unknown,Maize
F2121,Unknown,UP,Rice
F8541,Rajesh,UP,Soybean
F9684,Manoj,Punjab,Potato
F5640,Rajesh,Karnataka,Maize
F2794,Manoj,Karnataka,Potato
F3117,Ravi,UP,Wheat
F1941,Ravi,Haryana,Potato
F3258,Ravi,Maharashtra,Maize
F4523,Rajesh,UP,Rice
F9831,Unknown,Punjab,Wheat
F3533,Ravi,Maharashtra,Soybean
F3024,Ravi,Unknown,Maize
F4844,Unknown,Maharashtra,Rice
F7725,Ravi,Haryana,Wheat
F8401,Sunil,Punjab,Rice
F1801,Sunil,Unknown,Rice
F3175,Rajesh,Unknown,Wheat
F5337,Amit,UP,Wheat
F5271,Sunil,Karnataka,Maize
F1825,Amit,Maharashtra,Potato
F6854,Unknown,Maharashtra,Wheat
F8671,Manoj,Karnataka,Rice
F8748,Unknown,Haryana,Maize
F1627,Rajesh,Haryana,Wheat
F9079,Amit,Haryana,Maize
F8006,Unknown,UP,Potato
F1590,Manoj,Punjab,Wheat
F8178,Rajesh,Karnataka,Rice
F5020,Sunil,Unknown,Potato
F3385,Unknown,Haryana,Rice
F5321,Manoj,Karnataka,Wheat
F6735,Amit,Haryana,Wheat
F2610,Unknown,Maharashtra,Potato
F1886,Sunil,Haryana,Rice
F3226,Sunil,Maharashtra,Rice
F5567,Ravi,Haryana,Maize
F3885,Rajesh,Karnataka,Wheat
F4872,Amit,Punjab,Soybean
F7161,Manoj,Punjab,Rice
F8033,Unknown,Unknown,Potato
F6987,Ravi,Karnataka,Rice
F2953,Sunil,Punjab,Maize
F9701,Amit,Unknown,Soybean
F7033,Manoj,Maharashtra,Potato
F3958,Sunil,Punjab,Soybean
F6225,Unknown,UP,Maize
F4605,Ravi,Karnataka,Soybean
F5977,Unknown,Punjab,Rice
F9547,Amit,Karnataka,Soybean
F1946,Rajesh,Punjab,Soybean
F8219,Rajesh,Maharashtra,Wheat
F2705,Sunil,Haryana,Maize
F4504,Unknown,Punjab,Wheat
F9602,Rajesh,UP,Soybean
F7290,Amit,Haryana,Wheat
F9859,Ravi,Karnataka,Maize
F1370,Amit,Unknown,Potato
F6852,Rajesh,Unknown,Potato
F3441,Unknown,Punjab,Rice
F5044,Rajesh,Unknown,Potato
F2273,Manoj,Karnataka,Soybean
F7108,Sunil,Punjab,Soybean
F8346,Ravi,Haryana,Rice
F8441,Unknown,Karnataka,Soybean
F8720,Amit,Maharashtra,Wheat
F7706,Manoj,UP,Maize
F6951,Unknown,Maharashtra,Soybean
F5387,Sunil,UP,Soybean
F1020,Rajesh,Haryana,Maize
F7513,Sunil,Maharashtra,Potato
F8467,Amit,Haryana,Wheat
F8483,Manoj,UP,Wheat
F3821,Amit,Unknown,Maize
F5567,Ravi,Punjab,Potato
F2053,Unknown,Karnataka,Maize
F9506,Rajesh,Haryana,Wheat
F2862,Rajesh,Punjab,Maize
F4529,Manoj,Punjab,Wheat
F4130,Manoj,Punjab,Potato
F9740,Sunil,Unknown,Soybean
F8273,Ravi,Maharashtra,Maize
F5674,Amit,Unknown,Maize
F7817,Ravi,Maharashtra,Rice
F6596,Unknown,Maharashtra,Rice
F3208,Amit,Unknown,Rice
F6139,Rajesh,UP,Wheat
F9068,Unknown,Unknown,Wheat
F8202,Rajesh,Unknown,Potato
F5877,Ravi,Haryana,Soybean
F1998,Ravi,Unknown,Potato
F8075,Sunil,Maharashtra,Soybean
F2692,Unknown,Unknown,Soybean
F4157,Sunil,Haryana,Maize
F7165,Rajesh,Haryana,Rice
F8797,Sunil,UP,Wheat
F6668,Amit,Karnataka,Rice
F3878,Ravi,Haryana,Soybean
F4250,Amit,Unknown,Wheat
F4666,Rajesh,Haryana,Wheat
F4004,Manoj,UP,Soybean
F4070,Unknown,Punjab,Rice
F6293,Sunil,UP,Rice
F3283,Sunil,Unknown,Soybean
F9993,Sunil,Karnataka,Maize
F4488,Rajesh,UP,Maize
F2312,Ravi,Unknown,Wheat
F7837,Unknown,UP,Rice
F7643,Unknown,Unknown,Maize
F7633,Ravi,Haryana,Maize
F1629,Sunil,Haryana,Potato
F9693,Rajesh,UP,Maize
F4895,Manoj,Karnataka,Wheat
F2731,Amit,Punjab,Wheat
F7434,Amit,Maharashtra,Potato
F4389,Manoj,Unknown,Potato
F5376,Rajesh,Haryana,Potato
F7323,Amit,Karnataka,Potato
F9749,Manoj,Karnataka,Potato
F7293,Sunil,Karnataka,Rice
F6951,Rajesh,Unknown,Soybean
F5375,Ravi,UP,Rice
F9027,Rajesh,Maharashtra,Rice
F7431,Amit,Karnataka,Potato
F5804,Ravi,Maharashtra,Rice
F3222,Rajesh,Haryana,Maize
F5460,Ravi,Punjab,Potato
F2610,Rajesh,Karnataka,Maize
F1698,Unknown,Haryana,Wheat
F6933,Unknown,Punjab,Maize
F3701,Sunil,Unknown,Rice
F4087,Rajesh,Maharashtra,Wheat
F1741,Ravi,Haryana,Rice
F2948,Amit,Unknown,Wheat
F8850,Manoj,Haryana,Rice
F3914,Manoj,Haryana,Potato
F4341,Sunil,Punjab,Potato
F1862,Amit,Karnataka,Wheat
F5959,Manoj,Punjab,Potato
F5295,Sunil,Unknown,Wheat
F5728,Rajesh,UP,Wheat
F8475,Amit,Unknown,Wheat
F3858,Manoj,Karnataka,Wheat
F1531,Unknown,Karnataka,Rice
F7159,Ravi,Maharashtra,Wheat
F4317,Ravi,Karnataka,Rice
F4752,Manoj,Karnataka,Maize
F1535,Amit,Punjab,Maize
F5081,Amit,Haryana,Wheat
F4038,Amit,Maharashtra,Potato
F1483,Ravi,Karnataka,Maize
F8233,Unknown,Maharashtra,Potato
F2958,Ravi,Karnataka,Maize
F7597,Manoj,UP,Maize
F6596,Ravi,UP,Maize
F4388,Ravi,Maharashtra,Rice
F6250,Amit,UP,Soybean
F3765,Sunil,UP,Soybean
F1382,Manoj,Punjab,Soybean
F7469,Rajesh,Haryana,Potato
F5192,Amit,Haryana,Potato
F4273,Ravi,Punjab,Potato
F1469,Ravi,Punjab,Soybean
F2216,Amit,Karnataka,Soybean
F5305,Unknown,Unknown,Wheat
F6045,Manoj,Karnataka,Maize
F1268,Amit,Punjab,Wheat
F3099,Ravi,Unknown,Maize
F3695,Unknown,Maharashtra,Potato
F1019,Ravi,Haryana,Potato
F5399,Sunil,Punjab,Rice
F8648,Sunil,Haryana,Potato
F4998,Rajesh,Haryana,Potato
F4411,Amit,Haryana,Soybean
F1569,Unknown,Maharashtra,Soybean
F8566,Ravi,Maharashtra,Maize
F1263,Unknown,Punjab,Wheat
F7331,Rajesh,Haryana,Potato
F7163,Ravi,Unknown,Maize
F2595,Unknown,UP,Potato
F7803,Sunil,Punjab,Potato
F3455,Unknown,Haryana,Potato
F5561,Amit,Karnataka,Maize
F8916,Sunil,Unknown,Wheat
F8318,Unknown,UP,Potato
F6387,Rajesh,Maharashtra,Maize
F5984,Unknown,Unknown,Potato
F3469,Manoj,Maharashtra,Rice
F7182,Sunil,Karnataka,Rice
F6219,Sunil,Karnataka,Soybean
F8162,Rajesh,Punjab,Potato
F6172,Rajesh,Punjab,Potato
F1352,Amit,Unknown,Rice
F5084,Amit,Maharashtra,Potato
F2463,Rajesh,Karnataka,Soybean
F5562,Unknown,Karnataka,Potato
F3139,Manoj,Karnataka,Maize
F4357,Manoj,UP,Potato
F9642,Sunil,Karnataka,Rice
F4361,Manoj,UP,Rice
F2727,Unknown,Maharashtra,Wheat
F6110,Ravi,Punjab,Potato
F2287,Manoj,Unknown,Soybean
F5285,Ravi,Punjab,Soybean
F8658,Unknown,Unknown,Maize
F9870,Sunil,Unknown,Soybean
F2629,Sunil,Haryana,Maize
F8413,Manoj,Unknown,Maize
F5439,Ravi,Punjab,Maize
F1427,Ravi,Maharashtra,Soybean
F3700,Manoj,Haryana,Maize
